City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Lat Yao,TH,2022-01-25 01:19:22,15.751,99.7893,76.51,50,0,1.77
291,Bumba,CD,2022-01-25 01:19:22,2.1833,22.4667,72.72,53,86,2.04
292,Barra,BR,2022-01-25 01:19:22,-11.0894,-43.1417,75.2,77,100,9.78
293,San Isidro,PE,2022-01-25 01:19:22,-12.1167,-77.05,73.02,78,0,10.36
294,Araouane,ML,2022-01-25 01:16:17,18.9048,-3.5265,63.59,13,89,10.76
295,Batagay,RU,2022-01-25 01:19:23,67.6333,134.6333,-19.52,100,100,2.1
296,Abha,SA,2022-01-25 01:19:23,18.2164,42.5053,48.02,53,0,4.61
297,Dikson,RU,2022-01-25 01:19:23,73.5069,80.5464,10.42,84,100,34.63
298,Coquimbo,CL,2022-01-25 01:19:24,-29.9533,-71.3436,60.53,94,0,5.75
299,Cabo San Lucas,MX,2022-01-25 01:09:50,22.8909,-109.9124,70.52,67,20,1.01
300,San Rafael,AR,2022-01-25 01:16:40,-34.6177,-68.3301,78.03,57,1,7.27
301,Berlevag,NO,2022-01-25 01:19:24,70.8578,29.0864,29.77,85,100,34.02
302,Oxapampa,PE,2022-01-25 01:19:25,-10.5775,-75.4017,60.3,97,100,1.23
303,Lulea,SE,2022-01-25 01:19:25,65.5842,22.1547,30.27,59,0,14.97
304,Krivosheino,RU,2022-01-25 01:19:25,57.3431,83.9261,0.39,97,96,4.9
305,Tautira,PF,2022-01-25 01:19:26,-17.7333,-149.15,84.22,80,100,11.61
306,Nikolskoye,RU,2022-01-25 01:18:44,59.7035,30.7861,33.87,96,100,10.36
307,Sao Joao Do Piaui,BR,2022-01-25 01:19:26,-8.3581,-42.2467,69.08,94,99,2.42
308,Nilanga,IN,2022-01-25 01:19:26,18.1,76.7667,56.35,57,0,8.59
309,Awjilah,LY,2022-01-25 01:19:27,29.1081,21.2869,49.59,68,25,6.29
310,Inhambane,MZ,2022-01-25 01:19:27,-23.865,35.3833,77.23,88,100,13.27
311,Valparaiso,CL,2022-01-25 01:19:27,-33.0393,-71.6273,67.64,48,0,8.05
312,Pendleton,US,2022-01-25 01:19:28,45.6721,-118.7886,33.96,97,100,0.0
313,Adrar,MR,2022-01-25 01:19:28,20.5022,-10.0711,69.6,18,100,7.72
314,Grindavik,IS,2022-01-25 01:19:28,63.8424,-22.4338,43.27,93,100,32.21
315,Siuna,NI,2022-01-25 01:19:29,13.7332,-84.7773,69.57,94,16,3.15
316,Malartic,CA,2022-01-25 01:19:29,48.1335,-78.1328,5.11,87,100,1.32
317,Touros,BR,2022-01-25 01:09:45,-5.1989,-35.4608,79.7,79,100,11.03
318,Cap Malheureux,MU,2022-01-25 01:19:29,-19.9842,57.6142,77.49,70,58,3.0
319,Nabire,ID,2022-01-25 01:19:29,-3.3667,135.4833,85.33,69,96,2.71
320,Beloha,MG,2022-01-25 01:19:30,-25.1667,45.05,70.03,76,0,14.2
321,Sur,OM,2022-01-25 01:20:30,22.5667,59.5289,66.79,68,0,6.42
322,Arkhara,RU,2022-01-25 01:20:30,49.4212,130.0842,-9.6,97,100,0.76
323,Yarmouth,US,2022-01-25 01:20:31,41.7057,-70.2286,32.99,81,100,1.99
324,Qaqortoq,GL,2022-01-25 01:20:31,60.7167,-46.0333,27.1,69,100,15.68
325,Khorramshahr,IR,2022-01-25 01:20:31,30.4397,48.1664,49.96,71,0,4.61
326,Yellowknife,CA,2022-01-25 01:11:33,62.456,-114.3525,-10.59,86,13,10.0
327,Pampas,PE,2022-01-25 01:20:32,-12.4,-74.9,50.68,94,100,4.38
328,Naze,JP,2022-01-25 01:20:32,28.3667,129.4833,59.92,76,98,14.79
329,Nosy Varika,MG,2022-01-25 01:20:32,-20.5833,48.5333,76.46,84,100,16.55
330,Edgewater,US,2022-01-25 01:20:33,28.9889,-80.9023,55.78,76,0,0.0
331,Goure,NE,2022-01-25 01:20:33,13.9835,10.2704,60.03,18,0,13.42
332,Hambantota,LK,2022-01-25 01:20:33,6.1241,81.1185,70.34,82,28,8.21
333,Safaga,EG,2022-01-25 01:20:34,26.7292,33.9365,55.67,49,11,10.45
334,Rudbar,AF,2022-01-25 01:20:34,30.15,62.6,43.81,34,0,4.68
335,Katherine,AU,2022-01-25 01:20:34,-14.4667,132.2667,82.72,74,75,12.66
336,Anse-Bertrand,GP,2022-01-25 01:20:34,16.4721,-61.5078,69.62,62,0,12.88
337,Tiznit,MA,2022-01-25 01:20:35,29.5833,-9.5,51.4,96,20,2.13
338,Isangel,VU,2022-01-25 01:20:35,-19.55,169.2667,82.9,77,100,4.52
339,Ulladulla,AU,2022-01-25 01:20:35,-35.35,150.4667,79.88,60,100,9.84
340,Souillac,MU,2022-01-25 01:20:36,-20.5167,57.5167,77.38,61,40,11.5
341,Camana,PE,2022-01-25 01:20:36,-16.6228,-72.7111,72.18,83,78,7.23
342,Pingliang,CN,2022-01-25 01:20:36,35.5392,106.6861,30.0,68,100,1.86
343,Aklavik,CA,2022-01-25 01:11:32,68.2191,-135.0107,20.46,90,100,13.91
344,Celestun,MX,2022-01-25 01:11:32,20.8667,-90.4,73.89,79,24,11.05
345,Westlock,CA,2022-01-25 01:20:37,54.1502,-113.8688,22.35,97,88,4.65
346,Evensk,RU,2022-01-25 01:20:37,61.95,159.2333,-5.33,84,96,4.56
347,Gorontalo,ID,2022-01-25 01:20:37,0.5412,123.0595,84.04,77,98,0.74
348,Baykit,RU,2022-01-25 01:20:38,61.67,96.37,-13.94,100,85,1.72
349,Canavieiras,BR,2022-01-25 01:15:39,-15.675,-38.9472,75.34,85,100,1.14
350,Bela,IN,2022-01-25 01:20:38,25.9333,81.9833,51.94,89,0,6.67
351,Muskogee,US,2022-01-25 01:18:49,35.5834,-95.3336,55.53,39,0,10.36
352,Lichuan,CN,2022-01-25 01:20:39,30.3,108.85,35.51,99,100,2.59
353,Pacific Grove,US,2022-01-25 01:17:12,36.6177,-121.9166,62.24,79,0,3.0
354,Ilulissat,GL,2022-01-25 01:20:39,69.2167,-51.1,23.02,50,100,14.97
355,Kampene,CD,2022-01-25 01:20:39,-3.6,26.6667,66.96,97,100,0.85
356,Avera,US,2022-01-25 01:20:39,33.194,-82.5271,47.71,63,100,6.71
357,Havre-Saint-Pierre,CA,2022-01-25 01:11:34,50.2334,-63.5986,9.12,81,100,8.48
358,Shenjiamen,CN,2022-01-25 01:20:40,29.9576,122.298,45.18,82,100,12.39
359,Saint Anthony,US,2022-01-25 01:20:40,45.0205,-93.218,5.95,68,0,1.99
360,Bafq,IR,2022-01-25 01:20:40,31.6128,55.4107,43.79,25,0,1.57
361,Madison,US,2022-01-25 01:16:02,34.7334,-86.5667,50.94,61,75,5.75
362,Innisfail,AU,2022-01-25 01:20:41,-17.5333,146.0333,82.72,75,99,5.06
363,Hasaki,JP,2022-01-25 01:20:41,35.7333,140.8333,43.29,54,36,9.89
364,Chulman,RU,2022-01-25 01:20:42,56.8479,124.9104,-24.27,100,100,0.51
365,Port-De-Bouc,FR,2022-01-25 01:20:42,43.4,4.9833,41.76,93,20,6.91
366,Kosonsoy,UZ,2022-01-25 01:20:42,41.2561,71.5508,27.16,37,100,5.35
367,Tabuk,PH,2022-01-25 01:21:42,17.4189,121.4443,74.89,87,57,3.18
368,Kupino,RU,2022-01-25 01:21:43,54.3663,77.2981,-1.73,92,100,6.4
369,Leningradskiy,RU,2022-01-25 01:21:43,69.3833,178.4167,-12.3,90,100,16.49
370,Galesong,ID,2022-01-25 01:21:43,-5.3166,119.3661,84.22,78,68,8.59
371,Morant Bay,JM,2022-01-25 01:21:44,17.8815,-76.4093,80.22,79,1,5.59
372,Kaspiyskiy,RU,2022-01-25 01:21:44,45.3929,47.3707,35.8,88,100,8.08
373,Pokosnoye,RU,2022-01-25 01:21:44,55.5258,101.0536,-3.8,100,100,2.91
374,Naryan-Mar,RU,2022-01-25 01:21:45,67.6713,53.087,28.67,95,100,21.16
375,Sovetskiy,RU,2022-01-25 01:21:45,61.3614,63.5842,5.9,97,99,4.76
376,Bereznik,RU,2022-01-25 01:21:45,62.8551,42.7072,27.18,88,100,12.28
377,Jacareacanga,BR,2022-01-25 01:21:46,-6.2222,-57.7528,73.85,98,100,1.79
378,Inuvik,CA,2022-01-25 01:21:46,68.3499,-133.7218,20.16,93,100,5.75
379,Sola,VU,2022-01-25 01:21:46,-13.8833,167.55,83.84,74,60,8.48
380,Auki,SB,2022-01-25 01:21:47,-8.7676,160.7034,84.47,74,100,5.64
381,Flinders,AU,2022-01-25 01:21:47,-34.5833,150.8552,80.06,69,100,4.0
382,Belmonte,BR,2022-01-25 01:21:47,-15.8631,-38.8828,75.7,83,93,1.61
383,San Cristobal,VE,2022-01-25 01:21:48,7.7669,-72.225,73.58,77,54,0.54
384,Aripuana,BR,2022-01-25 01:21:48,-9.1667,-60.6333,73.53,97,61,2.15
385,Dukat,RU,2022-01-25 01:21:48,62.55,155.55,-22.38,96,97,3.02
386,Port Hawkesbury,CA,2022-01-25 01:21:48,45.6169,-61.3485,23.59,88,75,5.99
387,Banda Aceh,ID,2022-01-25 01:21:49,5.5577,95.3222,77.59,82,82,4.05
388,Whitianga,NZ,2022-01-25 01:21:49,-36.8333,175.7,72.1,78,80,11.68
389,Sao Joao Da Barra,BR,2022-01-25 01:21:49,-21.6403,-41.0511,76.39,86,51,13.94
390,Amahai,ID,2022-01-25 01:21:50,-3.3333,128.9167,86.0,64,96,0.83
391,Kununurra,AU,2022-01-25 01:18:35,-15.7667,128.7333,82.38,83,100,8.05
392,Paulista,BR,2022-01-25 01:21:50,-7.9408,-34.8731,82.26,78,18,7.85
393,San Lorenzo,PY,2022-01-25 01:21:50,-25.3333,-57.5333,90.54,46,75,5.75
394,Tuatapere,NZ,2022-01-25 01:21:51,-46.1333,167.6833,60.82,61,100,7.99
395,Kashi,CN,2022-01-25 01:21:51,39.4547,75.9797,20.41,58,89,8.95
396,Almunecar,ES,2022-01-25 01:21:51,36.7339,-3.6907,53.69,77,29,2.13
397,Vrsac,RS,2022-01-25 01:21:52,45.1167,21.3036,3.02,85,31,1.14
398,Lucea,JM,2022-01-25 01:21:52,18.451,-78.1736,76.86,75,1,6.22
399,Mansa,IN,2022-01-25 01:21:52,29.9833,75.3833,45.14,90,0,3.18
400,Rio Gallegos,AR,2022-01-25 01:21:37,-51.6226,-69.2181,55.45,44,20,27.63
401,Tasiilaq,GL,2022-01-25 01:17:31,65.6145,-37.6368,23.16,90,100,8.55
402,Sinazongwe,ZM,2022-01-25 01:21:53,-17.2614,27.4618,69.96,87,100,7.49
403,Dudinka,RU,2022-01-25 01:21:53,69.4058,86.1778,-4.97,97,100,18.37
404,Mayen,DE,2022-01-25 01:21:53,50.3333,7.2167,36.68,91,0,1.1
405,Chipinge,ZW,2022-01-25 01:21:54,-20.1883,32.6236,63.68,98,100,7.83
406,Pangnirtung,CA,2022-01-25 01:21:54,66.1451,-65.7125,-0.49,100,100,7.47
407,Ullapool,GB,2022-01-25 01:21:54,57.8987,-5.1604,48.94,91,100,6.82
408,Jalor,IN,2022-01-25 01:21:55,25.35,72.6167,50.25,54,0,4.18
409,Dubbo,AU,2022-01-25 01:21:55,-32.25,148.6167,73.53,68,75,13.8
410,Tepalcatepec,MX,2022-01-25 01:21:55,19.1833,-102.85,79.72,31,100,7.56
411,Curitibanos,BR,2022-01-25 01:21:56,-27.2828,-50.5844,65.79,99,100,2.55
412,Port Macquarie,AU,2022-01-25 01:21:56,-31.4333,152.9167,78.89,62,100,3.87
413,Yarada,IN,2022-01-25 01:21:56,17.65,83.2667,70.12,100,20,2.3
414,Sangar,RU,2022-01-25 01:22:57,63.9242,127.4739,-28.89,100,100,1.5
415,Abu Zabad,SD,2022-01-25 01:22:57,12.35,29.25,63.52,18,4,13.51
416,Gat,IL,2022-01-25 01:22:57,31.61,34.7642,45.39,80,2,7.58
417,Shitanjing,CN,2022-01-25 01:22:58,39.2342,106.3439,18.48,55,6,3.15
418,Jilib,SO,2022-01-25 01:22:58,0.4883,42.7854,74.3,83,6,9.37
419,Svetlogorsk,BY,2022-01-25 01:22:58,52.6333,29.7333,5.94,98,67,3.76
420,Montalban,FR,2022-01-25 01:22:59,44.0167,1.35,43.34,88,0,4.14
421,Soyo,AO,2022-01-25 01:22:59,-6.1349,12.3689,76.19,85,86,4.14
422,Tabas,IR,2022-01-25 01:23:00,33.5959,56.9244,41.59,26,0,1.12
423,Severo-Yeniseyskiy,RU,2022-01-25 01:23:00,60.3725,93.0408,-11.13,100,83,2.53
424,Talaya,RU,2022-01-25 01:23:00,61.3833,152.75,-33.0,99,100,0.54
425,Tolaga Bay,NZ,2022-01-25 01:23:01,-38.3667,178.3,70.66,72,100,13.15
426,Conceicao Do Araguaia,BR,2022-01-25 01:23:01,-8.2578,-49.2647,73.81,91,56,3.11
427,Padang,ID,2022-01-25 01:22:24,-0.9492,100.3543,77.05,76,85,3.02
428,Mirnyy,RU,2022-01-25 01:23:01,62.5353,113.9611,-6.77,83,100,1.99
429,Chaumont,FR,2022-01-25 01:23:02,48.1167,5.1333,25.09,80,0,3.58
430,Date,JP,2022-01-25 01:23:02,42.4681,140.8681,29.88,72,17,4.54
431,Amuntai,ID,2022-01-25 01:23:02,-2.4177,115.2494,79.9,87,100,1.9
432,Belize,BZ,2022-01-25 01:23:03,17.25,-88.75,73.72,97,0,3.2
433,Havoysund,NO,2022-01-25 01:22:13,70.9963,24.6622,31.08,79,100,41.05
434,Ixtapa,MX,2022-01-25 01:23:03,20.7,-105.2,69.22,88,100,5.75
435,Fairbanks,US,2022-01-25 01:20:31,64.8378,-147.7164,35.94,80,75,4.61
436,Key West,US,2022-01-25 01:21:14,24.5557,-81.7826,62.01,77,0,4.61
437,Shar,KZ,2022-01-25 01:23:03,49.5886,81.0453,-14.58,100,100,2.82
438,Necochea,AR,2022-01-25 01:21:48,-38.5473,-58.7368,65.03,80,0,7.11
439,Bossier City,US,2022-01-25 01:23:04,32.516,-93.7321,50.18,89,100,5.75
440,Praya,CV,2022-01-25 01:23:04,14.9215,-23.5087,75.74,69,20,14.97
441,Kharabali,RU,2022-01-25 01:23:04,47.4196,47.2568,27.21,95,100,10.54
442,Cooma,AU,2022-01-25 01:19:06,-36.2333,149.1333,77.86,47,100,1.63
443,Saint-Denis,FR,2022-01-25 01:23:05,48.9167,2.3333,34.11,92,100,3.44
444,Alta Floresta,BR,2022-01-25 01:22:46,-9.8756,-56.0861,72.12,93,64,3.47
445,Jeremoabo,BR,2022-01-25 01:23:05,-10.075,-38.4808,70.72,93,90,4.23
446,Alice Springs,AU,2022-01-25 01:19:27,-23.7,133.8833,85.55,62,75,10.36
447,Wanning,CN,2022-01-25 01:23:06,18.8003,110.3967,74.21,84,29,4.07
448,Deming,US,2022-01-25 01:23:06,32.2687,-107.7586,53.49,28,0,10.36
449,Narsaq,GL,2022-01-25 01:23:06,60.9167,-46.05,26.82,84,100,9.46
450,Mount Hagen,PG,2022-01-25 01:23:07,-5.8581,144.2274,72.36,64,20,4.61
451,Xinglongshan,CN,2022-01-25 01:23:07,43.9561,125.4661,6.55,72,99,4.47
452,Stornoway,GB,2022-01-25 01:23:07,58.2093,-6.3865,46.36,98,100,1.01
453,Moba,CN,2022-01-25 01:23:08,33.2288,105.0179,29.55,92,93,2.44
454,Vardo,NO,2022-01-25 01:22:00,70.3705,31.1107,29.17,79,93,26.93
455,Thai Binh,VN,2022-01-25 01:23:08,20.45,106.3333,66.2,92,100,10.78
456,Rawlins,US,2022-01-25 01:18:34,41.7911,-107.2387,28.62,58,0,3.44
457,Carora,VE,2022-01-25 01:23:09,10.1755,-70.0827,79.36,58,100,8.21
458,Mount Isa,AU,2022-01-25 01:23:09,-20.7333,139.5,82.17,83,40,9.22
459,Tessalit,ML,2022-01-25 01:23:09,20.1986,1.0114,60.24,19,100,9.53
460,Port Blair,IN,2022-01-25 01:23:09,11.6667,92.75,71.64,88,20,2.3
461,Guanica,PR,2022-01-25 01:23:10,17.9716,-66.908,77.05,82,0,1.01
462,Camopi,GF,2022-01-25 01:23:10,3.1655,-52.3158,71.24,99,100,2.19
463,Udachnyy,RU,2022-01-25 01:24:10,66.4167,112.4,-23.55,100,100,3.85
464,Barra Do Corda,BR,2022-01-25 01:24:11,-5.5,-45.25,73.15,95,100,3.65
465,Chikmagalur,IN,2022-01-25 01:24:11,13.3167,75.7833,54.21,84,18,2.89
466,Mabaruma,GY,2022-01-25 01:24:11,8.2,-59.7833,71.42,99,37,3.33
467,Lethem,GY,2022-01-25 01:24:12,3.3803,-59.7968,80.46,63,98,10.71
468,Muscat,OM,2022-01-25 01:24:12,23.6139,58.5922,64.42,61,0,8.77
469,Rudnogorsk,RU,2022-01-25 01:24:12,57.2639,103.7519,-11.6,100,99,1.43
470,Cockburn Town,TC,2022-01-25 01:24:12,21.4612,-71.1419,77.76,73,0,5.41
471,Constantine,DZ,2022-01-25 01:24:13,36.365,6.6147,36.81,80,0,1.14
472,Khilok,RU,2022-01-25 01:24:13,51.3674,110.4676,3.34,94,100,4.7
473,Parkes,AU,2022-01-25 01:24:13,-33.1333,148.1833,77.36,67,100,1.01
474,Karatu,TZ,2022-01-25 01:24:14,-3.3333,35.6667,61.9,84,100,2.64
475,Olinda,BR,2022-01-25 01:21:31,-8.0089,-34.8553,82.13,74,40,6.91
476,Nichinan,JP,2022-01-25 01:24:14,31.6,131.3667,47.88,86,100,8.01
477,Olivenca,BR,2022-01-25 01:24:14,-9.5186,-37.1906,76.66,78,100,9.55
478,Mucurapo,TT,2022-01-25 01:24:15,10.6667,-61.5333,77.25,79,49,10.47
479,Severnyy,RU,2022-01-25 01:24:15,50.677,36.5532,17.64,86,75,4.47
480,Taltal,CL,2022-01-25 01:20:20,-25.4,-70.4833,65.66,84,35,3.09
481,Capinopolis,BR,2022-01-25 01:24:15,-18.6819,-49.5697,73.53,82,47,4.32
482,Manaure,CO,2022-01-25 01:23:56,11.7751,-72.4445,77.81,76,100,18.37
483,Lingao,CN,2022-01-25 01:24:16,19.9103,109.6859,69.78,91,58,14.99
484,Eskisehir,TR,2022-01-25 01:22:23,39.7767,30.5206,6.71,85,75,2.3
485,Oistins,BB,2022-01-25 01:22:51,13.0667,-59.5333,77.09,69,20,12.66
486,Iralaya,HN,2022-01-25 01:24:16,15.0,-83.2333,76.23,77,0,8.14
487,Kimbe,PG,2022-01-25 01:24:17,-5.5502,150.1429,87.33,66,98,4.9
488,Ritchie,ZA,2022-01-25 01:24:17,-29.038,24.6028,63.61,32,4,5.57
489,Rengasdengklok,ID,2022-01-25 01:24:17,-6.1592,107.2981,85.12,75,98,8.86
490,Pisco,PE,2022-01-25 01:24:17,-13.7,-76.2167,69.85,78,20,20.71
491,Isetskoye,RU,2022-01-25 01:24:18,56.4858,65.3226,8.38,95,99,8.08
492,Benoy,TD,2022-01-25 01:24:18,8.9833,16.3199,70.93,18,9,7.67
493,San Lazaro,BZ,2022-01-25 01:24:18,18.0387,-88.6622,71.56,93,0,5.14
494,Mazagao,BR,2022-01-25 01:24:19,-0.115,-51.2894,78.85,94,99,2.95
495,Matay,EG,2022-01-25 01:24:19,28.419,30.7792,44.85,51,0,5.3
496,Pitimbu,BR,2022-01-25 01:24:19,-7.4706,-34.8086,77.59,75,18,8.63
497,Osterburg,DE,2022-01-25 01:24:20,52.7833,11.7667,40.21,78,100,6.33
498,Vao,NC,2022-01-25 01:24:20,-22.6667,167.4833,77.22,67,8,7.27
499,Jaumave,MX,2022-01-25 01:24:20,23.4167,-99.3833,49.28,68,82,3.18
500,Kojori,GE,2022-01-25 01:24:21,41.6594,44.7025,27.9,68,100,6.51
501,Yulara,AU,2022-01-25 01:24:17,-25.2406,130.9889,87.64,40,5,10.36
502,Larsnes,NO,2022-01-25 01:24:21,62.2028,5.5773,40.01,67,100,5.46
503,Antofagasta,CL,2022-01-25 01:24:21,-23.65,-70.4,63.68,85,34,5.32
504,Saint Peter,BB,2022-01-25 01:24:22,13.25,-59.6167,75.76,69,9,15.97
505,Tezu,IN,2022-01-25 01:24:22,27.9167,96.1667,55.63,70,100,1.54
506,Saint-Louis,SN,2022-01-25 01:24:22,16.3333,-15.0,77.72,10,100,10.85
507,Kalmunai,LK,2022-01-25 01:24:23,7.4167,81.8167,71.26,78,53,2.19
508,Huilong,CN,2022-01-25 01:24:23,31.8111,121.655,46.04,80,100,8.52
509,Katsuura,JP,2022-01-25 01:24:23,35.1333,140.3,45.19,59,91,9.08
510,Mookane,BW,2022-01-25 01:25:24,-23.688,26.6595,71.24,49,13,4.56
511,Anito,PH,2022-01-25 01:25:24,12.4497,125.2886,78.37,93,100,11.81
512,Mana,GF,2022-01-25 01:25:24,5.6592,-53.7767,77.16,82,75,9.8
513,Honiara,SB,2022-01-25 01:25:24,-9.4333,159.95,85.93,75,98,6.8
514,Esperance,AU,2022-01-25 01:25:25,-33.8667,121.9,67.84,73,88,13.87
515,Canberra,AU,2022-01-25 01:24:30,-35.2835,149.1281,81.68,62,98,3.44
516,Howard Springs,AU,2022-01-25 01:25:25,-12.497,131.047,85.87,86,100,8.37
517,Anuradhapura,LK,2022-01-25 01:25:25,8.3565,80.4173,65.61,88,100,4.88
518,Grenchen,CH,2022-01-25 01:25:26,47.1921,7.3959,32.11,93,100,2.3
519,Inverell,AU,2022-01-25 01:25:26,-29.7833,151.1167,82.67,64,89,4.0
520,Olyka,UA,2022-01-25 01:25:27,50.7186,25.8125,17.92,95,31,6.8
521,Gerash,IR,2022-01-25 01:25:27,27.6652,54.1371,42.94,40,0,3.42
522,Los Llanos De Aridane,ES,2022-01-25 01:25:27,28.6585,-17.9182,60.55,77,75,3.0
523,High Level,CA,2022-01-25 01:25:27,58.5169,-117.136,3.31,85,100,9.22
524,Kudahuvadhoo,MV,2022-01-25 01:25:28,2.6708,72.8944,80.37,63,100,11.23
525,Rosetta,EG,2022-01-25 01:25:28,31.4044,30.4164,51.62,64,4,13.62
526,Umm Kaddadah,SD,2022-01-25 01:25:28,13.6017,26.6876,60.04,19,1,15.23
527,Turmalina,BR,2022-01-25 01:25:29,-17.2856,-42.73,64.8,94,8,2.24
528,Bandar,ID,2022-01-25 01:25:29,2.05,99.75,74.79,91,100,1.28
529,Syracuse,IT,2022-01-25 01:25:29,37.0881,15.2792,42.17,53,20,19.6
530,Bilma,NE,2022-01-25 01:25:30,18.6853,12.9164,54.77,27,0,10.87
531,Clarence Town,AU,2022-01-25 01:25:30,-32.5833,151.7833,79.61,60,100,3.42
532,San Miguel,SV,2022-01-25 01:25:30,13.4833,-88.1833,75.96,64,0,3.85
533,Zatoka,UA,2022-01-25 01:25:31,46.0725,30.4654,23.54,92,100,21.72
534,Mnogovershinnyy,RU,2022-01-25 01:23:26,53.9353,139.9242,-1.01,88,30,4.21
535,Pechenga,RU,2022-01-25 01:23:33,69.5259,31.1703,22.06,85,11,23.47
536,Kibala,TD,2022-01-25 01:25:31,9.1104,18.3463,69.75,35,0,2.3
537,Knysna,ZA,2022-01-25 01:25:31,-34.0363,23.0471,68.38,83,64,4.47
538,Skibbereen,IE,2022-01-25 01:25:32,51.55,-9.2667,44.4,81,100,5.06
539,Trairi,BR,2022-01-25 01:23:29,-3.2778,-39.2689,77.45,83,100,6.02
540,Nigde,TR,2022-01-25 01:25:32,37.8333,34.75,6.49,65,100,7.05
541,Port-Gentil,GA,2022-01-25 01:25:32,-0.7193,8.7815,79.86,84,99,10.96
542,Oga,IT,2022-01-25 01:25:33,46.4631,10.347,30.88,64,1,3.09
543,Chumikan,RU,2022-01-25 01:25:33,54.7183,135.315,-3.15,88,16,18.23
544,Kushmurun,KZ,2022-01-25 01:25:33,52.4503,64.6311,-4.43,93,100,5.06
545,Altay,CN,2022-01-25 01:25:34,47.8667,88.1167,-0.89,63,59,7.11
546,Mindelo,CV,2022-01-25 01:25:34,16.8901,-24.9804,72.95,68,75,27.63
547,Olga,RU,2022-01-25 01:25:34,43.7444,135.2892,19.74,47,51,3.62
548,Broome,US,2022-01-25 01:25:35,42.2506,-75.833,23.16,79,100,1.01
549,Saint Pete Beach,US,2022-01-25 01:25:35,27.7253,-82.7412,55.87,69,0,4.61
550,Quatre Cocos,MU,2022-01-25 01:25:35,-20.2078,57.7625,77.11,68,94,17.74
551,Matadi,CD,2022-01-25 01:25:36,-5.8167,13.45,73.24,91,100,2.68
552,Nizhniy Kuranakh,RU,2022-01-25 01:25:36,58.8353,125.4869,0.07,98,100,2.93
553,Bay Roberts,CA,2022-01-25 01:25:36,47.5999,-53.2648,33.51,90,100,7.0
554,Manta,EC,2022-01-25 01:25:37,-0.95,-80.7333,78.58,78,75,6.91
555,College,US,2022-01-25 01:25:37,64.8569,-147.8028,35.92,80,75,3.44
556,Talara,PE,2022-01-25 01:25:37,-4.5772,-81.2719,70.88,89,96,13.62
557,Baherden,TM,2022-01-25 01:25:37,38.4362,57.4316,39.33,42,0,4.36
558,Viedma,AR,2022-01-25 01:26:38,-40.8135,-62.9967,69.19,39,0,10.09
559,Winslow,US,2022-01-25 01:23:32,35.0242,-110.6974,53.78,24,0,0.0
560,Markova,UA,2022-01-25 01:22:26,48.6758,24.4138,6.84,82,6,5.82
561,Kawalu,ID,2022-01-25 01:26:38,-7.3817,108.2082,79.52,77,55,0.83
562,Aasiaat,GL,2022-01-25 01:26:39,68.7098,-52.8699,7.9,89,100,8.59
563,Karymskoye,RU,2022-01-25 01:26:39,51.6167,114.35,2.3,96,100,2.8
564,Lagoa,PT,2022-01-25 01:23:30,39.05,-27.9833,58.59,68,100,9.44
565,Tahoua,NE,2022-01-25 01:26:39,14.8888,5.2692,59.94,19,0,10.51
566,Longview,US,2022-01-25 01:26:40,32.5007,-94.7405,52.05,93,75,1.99
567,Jieshou,CN,2022-01-25 01:26:40,33.2634,115.3611,35.53,69,15,0.94
568,Penzance,GB,2022-01-25 01:26:40,50.1186,-5.5371,45.28,72,100,8.46
569,Atakpame,TG,2022-01-25 01:26:41,7.5333,1.1333,74.21,22,4,3.13
570,Nanakuli,US,2022-01-25 01:26:41,21.3906,-158.1547,82.35,48,0,6.91
571,Kavaratti,IN,2022-01-25 01:26:41,10.5669,72.642,77.56,60,100,9.89
572,San Quintin,MX,2022-01-25 01:26:41,30.4833,-115.95,62.15,56,4,8.77
573,Ponta Delgada,PT,2022-01-25 01:26:42,37.7333,-25.6667,59.5,82,20,4.61
574,Lorengau,PG,2022-01-25 01:26:42,-2.0226,147.2712,85.68,69,96,7.99
575,Sabana De Torres,CO,2022-01-25 01:26:42,7.3915,-73.4957,81.12,67,98,2.15
576,Deputatskiy,RU,2022-01-25 01:26:43,69.3,139.9,-15.59,97,100,4.47
577,Carauari,BR,2022-01-25 01:26:43,-4.8828,-66.8958,74.39,96,80,1.16
578,Manggar,ID,2022-01-25 01:26:43,-2.8833,108.2667,81.77,72,98,10.83
579,Pacifica,US,2022-01-25 01:26:44,37.6138,-122.4869,61.27,85,20,1.01
580,Chapais,CA,2022-01-25 01:26:44,49.7834,-74.8492,-6.02,99,100,2.24
581,Turayf,SA,2022-01-25 01:26:44,31.6725,38.6637,32.25,100,0,9.22
582,Pahrump,US,2022-01-25 01:24:14,36.2083,-115.9839,59.76,28,0,1.01
583,Aleksandrovskiy Zavod,RU,2022-01-25 01:26:45,50.9237,117.9374,1.04,96,98,2.71
584,Santiago Del Estero,AR,2022-01-25 01:26:45,-27.7951,-64.2615,78.73,79,84,5.35
585,Hargeysa,SO,2022-01-25 01:26:45,9.56,44.065,54.63,88,92,11.97
586,Cabedelo,BR,2022-01-25 01:25:26,-6.9811,-34.8339,77.67,75,5,9.1
587,Khromtau,KZ,2022-01-25 01:26:46,50.2503,58.4347,-6.99,100,94,1.23
